Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SalePrice,House_Age,Years_Since_Modified,Garage_Age,TotalBaths,LivingArea,PorchDeckSF
250,50,RL,264.67704872086904,159000,Pave,NoAlley,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697,1,0,747,1444,GasA,4,1,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4,5,2,3,Attchd,3,389,3,3,Y,0,98,0,0,0,0,0,NoFence,Shed,500,277000,49,1,49.0,2.0,3588,98
251,30,RL,55.0,5350,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3,3,1,1,0,1,0,728,728,GasA,5,1,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,3,0,0,NoGarage,0,0,0,0,Y,263,0,0,0,0,0,0,GdWo,Shed,450,76500,70,44,-40.0,1.0,2034,263
252,120,RM,44.0,4750,Pave,NoAlley,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4,3,4,6,1573,1,0,0,1573,GasA,5,1,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4,5,1,4,Attchd,3,538,3,3,Y,123,0,0,0,153,0,0,NoFence,None,0,235000,1,0,1.0,2.0,3198,276
253,60,RL,65.0,8366,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,5,0,0,Attchd,2,520,3,3,Y,138,45,0,0,0,0,0,NoFence,None,0,173000,4,4,4.0,2.5,2438,183
254,80,RL,85.0,9350,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4,3,4,2,270,5,580,452,1302,GasA,5,1,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,4,0,0,Attchd,2,309,3,3,Y,333,0,0,0,0,0,0,MnPrv,None,0,158000,43,16,43.0,2.0,2604,333
255,20,RL,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,922,1,0,392,1314,GasA,3,1,SBrkr,1314,0,0,1314,1,0,1,0,3,1,3,5,0,0,Attchd,2,294,3,3,Y,250,0,0,0,0,0,0,NoFence,None,0,145000,53,53,53.0,1.0,2628,250
256,60,RL,66.0,8738,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,1,1,0,1,0,975,975,GasA,5,1,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,4,5,1,3,BuiltIn,3,429,3,3,Y,192,0,0,0,0,0,0,NoFence,None,0,230000,7,7,7.0,2.5,3266,192
257,60,FV,64.0,8791,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,3,503,1,0,361,864,GasA,5,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,5,0,0,Attchd,2,673,3,3,Y,216,56,0,0,0,0,0,NoFence,None,0,207500,5,5,5.0,2.5,2592,272
258,20,RL,68.0,8814,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,4,3,PConc,4,3,1,6,1334,1,0,270,1604,GasA,5,1,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,5,1,4,Attchd,2,660,3,3,Y,123,110,0,0,0,0,0,NoFence,None,0,220000,3,3,3.0,2.5,3208,233
259,60,RL,80.0,12435,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,4,3,PConc,4,3,1,6,361,1,0,602,963,GasA,5,1,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,5,1,3,Attchd,2,564,3,3,Y,0,96,0,245,0,0,0,NoFence,None,0,231500,7,7,7.0,2.5,2755,341
260,20,RM,70.0,12702,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,PConc,0,0,0,0,0,0,0,0,0,GasA,4,1,FuseA,882,0,0,882,0,0,1,0,2,1,3,5,0,0,Detchd,1,308,3,3,Y,0,45,0,0,0,0,0,NoFence,None,0,97000,52,52,52.0,1.0,882,45
261,80,RL,120.0,19296,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,4,3,672,5,690,0,1362,GasA,3,1,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,5,1,3,Attchd,1,884,3,3,Y,0,0,252,0,0,0,0,GdWo,None,0,176000,47,47,18.0,1.0,2744,252
262,60,RL,69.0,9588,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5,3,1,1,0,1,0,1482,1482,GasA,5,1,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,5,1,4,BuiltIn,3,868,3,3,Y,0,148,0,0,0,0,0,NoFence,None,0,276000,0,0,0.0,2.5,4056,148
263,80,RL,88.0,8471,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,3,3,CBlock,4,4,3,5,506,1,0,0,506,GasA,3,1,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,5,1,3,Attchd,1,492,3,3,Y,292,12,0,0,0,0,0,GdWo,None,0,151000,29,11,28.0,1.0,1718,304
264,50,RM,50.0,5500,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,234,5,692,0,926,GasA,3,1,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,5,0,0,Detchd,1,484,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,130000,81,9,36.0,1.0,1852,0
265,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0,1,0,680,680,GasA,4,0,FuseP,764,0,0,764,0,0,1,0,2,1,3,5,0,0,Detchd,1,504,3,3,N,0,0,0,0,0,0,0,NoFence,None,0,73000,83,4,43.0,1.0,1444,0
266,20,RL,78.0,12090,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,4,3,1,6,588,2,228,606,1422,GasA,3,1,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,5,1,3,Attchd,3,576,3,3,Y,276,0,0,0,0,0,0,GdPrv,None,0,175500,27,27,27.0,2.0,2844,276
267,60,RL,70.0,11207,Pave,NoAlley,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,714,1,0,88,802,GasA,4,1,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,5,1,3,Attchd,3,413,3,3,Y,95,75,0,0,0,0,0,NoFence,None,0,185000,9,9,9.0,2.5,2313,170
268,75,RL,60.0,8400,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,2,378,1,0,342,720,GasA,5,1,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,5,1,4,Detchd,1,240,3,3,Y,262,24,0,0,0,0,0,NoFence,None,0,179500,69,11,69.0,2.5,2492,286
269,30,RM,71.0,6900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,403,3,125,212,740,GasA,5,1,SBrkr,778,0,0,778,0,0,1,0,2,1,3,5,1,4,Detchd,3,924,5,5,Y,0,25,0,0,0,0,0,NoFence,None,0,120500,68,53,42.0,1.0,1518,25
270,20,RL,67.3930514359249,7917,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,4,CBlock,3,4,1,4,751,1,0,392,1143,GasA,3,1,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,5,1,2,Attchd,2,504,3,4,Y,370,30,0,0,0,0,0,GdPrv,None,0,148000,31,31,20.0,1.5,2256,400
271,60,FV,84.0,10728,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0,1,0,1095,1095,GasA,4,1,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,5,1,4,Attchd,2,1053,3,3,Y,192,51,0,0,0,0,0,NoFence,None,0,266000,0,0,0.0,2.5,3034,243
272,20,RL,73.0,39104,Pave,NoAlley,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,2,226,6,1063,96,1385,GasA,5,1,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,3,2,3,Attchd,1,439,3,3,Y,81,0,0,0,0,0,0,NoFence,None,0,241500,54,3,54.0,1.0,2748,81
273,60,RL,92.0,11764,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,4,3,PConc,4,3,1,6,524,1,0,628,1152,GasA,5,1,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,5,1,4,Attchd,3,671,3,3,Y,132,57,0,0,0,0,0,NoFence,None,0,290000,11,3,11.0,2.5,3422,189
274,20,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620,2,620,0,1240,GasA,4,1,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,4,1,4,Attchd,2,338,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,139000,51,21,51.0,2.0,2872,289
275,20,RL,76.0,8314,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,3,3,CBlock,3,3,4,5,546,1,0,270,816,GasA,3,1,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,0,0,Attchd,1,264,3,3,Y,168,0,0,0,0,0,0,NoFence,None,0,124500,25,25,25.0,1.0,1632,168
276,50,RL,55.0,7264,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0,1,0,952,952,GasW,4,0,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,0,0,Detchd,1,672,3,3,Y,74,0,0,0,144,0,0,NoFence,None,0,205000,84,2,31.0,2.5,2500,218
277,20,RL,129.0,9196,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1560,1560,GasA,5,1,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,5,0,0,Attchd,3,573,3,3,Y,100,150,0,0,0,0,0,NoFence,None,0,201000,7,7,7.0,2.0,3120,250
278,20,RL,140.0,19138,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,2,120,1,0,744,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,0,0,Detchd,1,400,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,141000,59,59,59.0,1.0,1728,0
279,20,RL,107.0,14450,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,5,3,PConc,5,3,4,1,0,1,0,2121,2121,GasA,5,1,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,5,1,5,Attchd,3,732,3,3,Y,124,98,0,0,142,0,0,NoFence,None,0,415298,1,0,0.0,2.5,4242,364
280,60,RL,83.0,10005,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4,3,1,4,392,1,0,768,1160,GasA,5,1,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,5,1,3,Attchd,3,505,3,3,Y,288,117,0,0,0,0,0,NoFence,None,0,192000,31,31,31.0,2.5,3182,405
281,60,RL,82.0,11287,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,4,3,CBlock,4,3,3,6,421,1,0,386,807,GasA,4,1,SBrkr,1175,807,0,1982,0,0,2,1,3,1,4,5,1,3,Attchd,3,575,3,3,Y,0,84,0,196,0,0,0,NoFence,None,0,228500,18,18,18.0,2.5,2789,280
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,4,3,PConc,4,3,1,6,905,1,0,357,1262,GasA,4,1,SBrkr,1262,0,0,1262,0,0,2,0,2,1,4,5,0,0,Attchd,3,572,3,3,Y,0,120,0,0,0,0,0,NoFence,None,0,185000,0,0,0.0,2.0,2524,120
283,120,RL,34.0,5063,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,4,3,PConc,4,3,1,6,904,1,0,410,1314,GasA,5,1,SBrkr,1314,0,0,1314,1,0,2,0,2,1,4,5,1,4,Attchd,2,626,3,3,Y,172,62,0,0,0,0,0,NoFence,None,0,207500,2,1,1.0,2.0,2628,234
284,20,RL,74.0,9612,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4,3,1,1,0,1,0,1468,1468,GasA,5,1,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4,5,1,4,Attchd,3,898,3,3,Y,210,150,0,0,0,0,0,NoFence,None,0,244600,1,0,1.0,2.0,2936,360
285,120,RL,50.0,8012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,1,6,430,1,0,1145,1575,GasA,4,1,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4,5,0,0,Attchd,2,529,3,3,Y,0,0,52,0,0,0,0,NoFence,None,0,179200,15,15,15.0,2.0,3150,52
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,625,625,GasA,5,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,4,5,0,0,Detchd,2,528,3,3,Y,0,54,0,0,0,0,0,NoFence,None,0,164700,1,0,1.0,2.5,1875,54
287,50,RL,77.0,9786,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,600,1,0,312,912,GasA,3,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4,5,1,4,Attchd,2,440,3,3,Y,0,0,0,0,128,0,0,GdPrv,None,0,159000,44,25,44.0,1.5,2646,128
288,20,RL,67.6646575824488,8125,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,614,1,0,244,858,GasA,3,1,SBrkr,858,0,0,858,0,0,1,0,3,1,3,5,0,0,NoGarage,0,0,0,0,Y,0,0,0,0,0,0,0,NoFence,None,0,88000,35,35,-44.0,1.0,1716,0
289,20,RL,69.87668071808082,9819,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3,3,1,4,450,1,0,432,882,GasA,3,1,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,0,0,Detchd,1,280,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,122000,43,43,40.0,1.0,1782,0
290,70,RL,60.0,8730,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,698,698,GasA,5,1,FuseA,698,698,0,1396,0,0,1,0,3,1,3,5,0,0,Detchd,1,384,3,3,Y,0,0,0,0,259,0,0,NoFence,None,0,153575,92,4,4.0,1.0,2094,259
291,60,RL,120.0,15611,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,1079,1079,GasA,5,1,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,5,1,4,Attchd,2,685,4,3,Y,0,51,0,0,0,0,0,NoFence,None,0,233230,0,0,0.0,2.5,2998,51
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3,2,1,3,210,1,0,570,780,GasA,5,0,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,5,0,0,NoGarage,0,0,0,0,N,0,184,0,0,0,0,0,NoFence,None,0,135900,96,8,-42.0,2.0,2496,184
293,50,RL,60.0,11409,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,292,1,0,476,768,GasA,4,1,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,4,1,4,Attchd,1,281,3,3,Y,0,0,0,0,160,0,0,NoFence,None,0,131000,60,1,60.0,1.5,2484,160
294,60,RL,78.80834438261635,16659,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3,3,1,5,795,1,0,0,795,GasA,2,1,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,5,1,3,Attchd,3,539,3,3,Y,0,250,0,0,0,0,0,NoFence,None,0,235000,29,12,29.0,2.5,3058,250
295,20,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285,1,0,131,1416,GasA,3,1,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,5,2,4,Attchd,3,418,3,3,Y,110,0,0,0,0,0,0,NoFence,None,0,167000,56,56,56.0,1.0,3060,110
296,80,RL,37.0,7937,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,6,819,1,0,184,1003,GasA,3,1,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,5,0,0,Detchd,1,588,3,3,Y,120,0,0,0,0,0,0,GdPrv,None,0,142500,22,22,22.0,1.0,2006,120
297,50,RM,75.0,13710,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,420,1,0,490,910,GasA,3,1,FuseA,910,648,0,1558,0,0,1,1,4,1,3,5,0,0,Attchd,1,282,3,3,Y,289,0,0,0,0,0,0,MnPrv,None,0,152000,57,57,57.0,1.5,2468,289
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,1,4,649,1,0,326,975,GasA,5,1,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,5,1,3,Detchd,2,576,3,3,Y,0,10,0,0,198,0,0,NoFence,None,0,239000,10,9,10.0,2.5,2925,208
299,60,RL,90.0,11700,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3,3,1,5,384,3,175,143,702,GasA,4,1,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,5,1,4,Attchd,1,539,3,3,Y,224,0,0,0,0,0,0,NoFence,None,0,175000,39,39,39.0,2.0,2445,224
300,20,RL,80.0,14000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,1092,1092,GasA,5,1,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,5,1,4,Attchd,1,300,3,3,Y,0,36,0,0,0,0,0,GdPrv,None,0,158500,59,5,59.0,1.0,2244,36
301,190,RL,90.0,15750,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841,1,0,324,1165,GasA,3,1,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,2,4,Attchd,1,375,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,157000,53,53,53.0,1.0,2501,0
302,60,RL,66.0,16226,Pave,NoAlley,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,281,1,0,747,1028,GasA,5,1,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,5,1,3,BuiltIn,3,683,3,3,Y,208,50,0,0,0,0,0,NoFence,None,0,267000,9,8,9.0,2.5,3480,258
303,20,RL,118.0,13704,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4,3,1,1,0,1,0,1541,1541,GasA,5,1,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,5,1,3,Attchd,2,843,3,3,Y,468,81,0,0,0,0,0,NoFence,None,0,205000,5,4,5.0,2.0,3082,549
304,20,RL,70.0,9800,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,5,894,1,0,0,894,GasA,3,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,0,0,Attchd,1,552,3,3,Y,256,0,0,0,0,0,0,GdWo,None,0,149900,34,34,31.0,1.0,1788,256
305,75,RM,87.0,18386,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1470,1470,GasA,5,1,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,5,1,5,Attchd,1,870,3,3,Y,302,0,0,0,0,0,0,NoFence,None,0,295000,128,6,5.0,3.0,4963,302
306,20,RL,80.0,10386,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4,3,1,6,1464,1,0,536,2000,GasA,5,1,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,5,0,0,Attchd,3,888,3,3,Y,168,0,0,0,0,0,0,NoFence,None,0,305900,3,2,3.0,2.0,4000,168
